Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
LVA,Latvia,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.03,0.06,0.09,0.146841,0.11408,0.103128,0.09,0.126995,0.178382,0.24148,0.289322,0.331627,0.360972,0.320204,0.21994,0.193745,0.246532,0.297457,0.284053,0.29508,0.374841,0.328184,0.348971,0.3699,0.383408,0.398166,0.416886,0.437629,0.458207,0.480128,0.499715,0.522123,0.543767,0.563275
LVA,Latvia,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,2.29071,4.8692,5.97401,5.56538,5.01508,6.92574,6.54586,6.95679,6.6205,6.99977,7.28732,7.31127,7.14181,7.64798,8.39819,8.22751,8.10283,8.42097,8.36226,8.82172,9.47636,9.31884,9.15652,9.38717,9.40158,9.47513,9.55405,9.63533,9.74152,9.83712,10.0222,10.3229,10.6183,10.8811
LVA,Latvia,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.294318,0.640369,0.856174,0.849625,0.785667,1.14366,1.15077,1.30988,1.35166,1.54821,1.78423,2.00293,2.15117,2.22049,2.08884,1.96884,2.06273,2.2296,2.2722,2.44786,2.70082,2.70773,2.76225,2.94099,3.05596,3.18735,3.31711,3.44162,3.57427,3.69967,3.85437,4.04767,4.22666,4.38578
MAC,"Macao SAR, China",24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.100328,0.102422,0.104019,0.10604,0.108018
MAC,"Macao SAR, China",24663,Government spending on travel and Tourism service,% share of total tourism expenditure,16.0614,15.5529,15.5552,13.7493,12.2501,12.1193,12.1281,12.1584,12.2126,12.2725,12.3238,12.3721,12.4267,12.4815,12.5367,12.5919,12.6473,12.7031,12.759,12.8151,12.8716,12.9283,12.9853,13.0426,13.1001,13.1578,13.2158,13.274,13.3326,13.3913,13.4503,13.5096,13.5692,13.629
MAC,"Macao SAR, China",24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.661645,0.79029,1.06863,0.740677,0.547531,0.260011,0.241358,0.326295,0.588959,0.892722,1.44002,2.57764,4.72776,5.20267,3.29314,2.78909,2.50705,2.8899,2.94073,3.01237,2.76129,2.54671,2.69881,2.86044,3.06342,3.22464,3.36096,3.48753,3.62688,3.79019,3.92979,4.0537,4.17691,4.29831
MAC,"Macao SAR, China",24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,63.11,62.797,61.9768,58.306,54.0773,59.9701,61.6584,66.948,69.741,79.2136,66.2449,68.7606,80.341,73.3419,70.8101,72.6997,68.64,71.8545,77.2395,71.1084,59.2209,57.8069,61.2742,58.9306,57.6015,57.6865,58.5457,58.9939,60.6056,61.612,62.8077,63.9631,64.5093,66.0667
MAC,"Macao SAR, China",24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),7.54685,7.42578,7.27065,6.46899,5.82034,6.79597,7.91875,9.46512,11.2576,16.7467,15.8018,18.5907,24.88,23.4752,22.9713,29.5308,33.9225,38.8081,46.3803,42.1841,27.5694,26.3194,29.8509,29.7428,30.0313,30.9778,32.241,33.2804,34.9589,36.2857,37.613,38.7661,39.5947,41.0351
MAR,Morocco,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1003,0.104037,0.107922,0.111985,0.116201,0.120576,0.125128,0.129852,0.134754,0.139855
MAR,Morocco,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,3.81273,3.77185,3.77832,3.71467,3.47584,3.46147,3.47368,3.49202,3.53421,3.57559,3.57221,3.56832,3.57216,3.57807,3.58769,3.59831,3.6092,3.62608,3.64341,3.66304,3.68276,3.70038,3.71813,3.73592,3.75383,3.77181,3.78987,3.80802,3.82626,3.84458,3.86299,3.8815,3.90009,3.91877
MAR,Morocco,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.476229,0.600765,0.735774,0.794116,0.688994,0.528598,0.554431,0.660199,0.83207,1.1197,1.49594,2.01742,2.66523,3.10732,2.92128,2.85353,3.13712,3.4027,3.58952,3.67455,3.92256,4.22031,4.55482,4.7156,4.8436,4.96366,5.12795,5.31397,5.49652,5.69638,5.92864,6.22799,6.54759,6.89874
MAR,Morocco,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,8.75115,9.75503,9.87007,10.9551,11.3393,11.8678,14.4479,14.3709,14.3413,15.8204,17.9397,20.1796,21.6307,20.4372,19.0309,19.0918,19.2714,19.2102,18.1733,18.7553,18.1308,18.454,18.6401,18.6011,18.4635,18.26,18.1356,17.9944,17.9279,17.8953,17.9688,18.1236,18.2784,18.4678
MAR,Morocco,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),3.70516,4.64123,4.62267,5.50227,5.75678,6.14034,8.02247,8.2288,8.70138,10.0593,11.7822,14.2573,15.8223,15.8347,15.3708,16.0084,17.0067,17.463,17.2696,18.2773,18.4653,19.0012,20.0495,20.7847,21.4854,22.1343,22.9002,23.6412,24.4942,25.3881,26.446,27.6623,28.913,30.2387
MDA,Moldova,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
MDA,Moldova,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1093,3.11863,3.12798,3.13737,3.14678,3.15622,3.16569,3.17519,3.18471,3.19427,3.20385,3.21346,3.2231,3.23277,3.24247,3.2522,3.26195,3.27174,3.28155,3.2914,3.30127,3.31118,3.32111,3.33107,3.34107,3.35109,3.36114
MDA,Moldova,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07
MDA,Moldova,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,3.80464,6.32527,5.12827,5.11877,6.50449,7.45316,6.40739,6.80528,7.0375,6.73043,6.57875,6.37159,5.19013,2.99432,3.24455,2.22883,1.96232,1.98364,2.29187,2.9876,3.01669,2.99673,3.28756,3.31735,3.14756,3.1481,3.2122,3.25376,3.30123,3.35905,3.47461,3.57084,3.65137,3.70724
MDA,Moldova,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.178084,0.278669,0.229645,0.221956,0.263054,0.307772,0.280729,0.32141,0.354313,0.363929,0.382406,0.388137,0.325657,0.202534,0.206291,0.151771,0.142711,0.143252,0.181068,0.247364,0.248773,0.257261,0.29502,0.308709,0.303746,0.315342,0.33399,0.351167,0.36983,0.390607,0.419398,0.447392,0.474867,0.500453
MDG,Madagascar,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
MDG,Madagascar,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,5.80225,3.84656,6.34874,4.98929,5.30436,5.29993,5.41121,5.3908,5.5107,5.41559,5.44444,5.48581,5.5262,5.56489,5.60207,5.63887,5.67554,5.71124,5.74631,5.78105,5.81536,5.84933,5.88289,5.91616,5.94914,5.98193,6.0149,6.04805,6.08139,6.11491,6.14861,6.1825,6.21658,6.25084
MDG,Madagascar,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.03,0.04,0.03,0.03,0.06,0.08,0.09,0.04,0.05,0.07,0.09,0.145538,0.20216,0.312241,0.24438,0.26046,0.250693,0.273908,0.258713,0.270727,0.313925,0.322163,0.33183,0.338621,0.346132,0.357233,0.373566,0.391059,0.407332,0.424118,0.441779,0.461937,0.483124,0.504793
MDG,Madagascar,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,6.11876,4.41273,5.84908,6.71475,6.44504,6.48646,6.99807,7.03701,5.87758,10.3796,8.73812,11.3778,12.5078,10.6082,10.2598,11.3662,11.53,12.9274,12.5221,13.8999,14.8017,16.9405,16.5725,16.1899,15.843,15.645,15.6161,15.5553,15.5945,15.5688,15.5567,15.4521,15.2907,15.0986
MDG,Madagascar,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.342002,0.251977,0.347249,0.413736,0.415451,0.438787,0.501743,0.440253,0.403403,0.750368,0.661266,0.90423,1.05495,0.95935,0.889717,0.988972,1.01809,1.17543,1.16433,1.33583,1.46531,1.73524,1.77564,1.82137,1.87742,1.93598,2.00292,2.0869,2.18956,2.28869,2.39732,2.50833,2.61935,2.72887
MDV,Maldives,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03
MDV,Maldives,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,13.7661,13.8266,14.0255,14.1142,14.2981,14.4504,14.4636,14.4864,14.5621,14.6356,14.77,14.8053,14.8152,14.8497,14.8963,14.9434,14.9912,15.0394,15.088,15.1373,15.187,15.2369,15.287,15.3372,15.3876,15.4382,15.4889,15.5398,15.5909,15.6421,15.6935,15.7451,15.7968,15.8487
MDV,Maldives,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.06,0.09,0.09,0.09,0.09,0.06,0.05,0.06,0.08,0.08,0.112533,0.114152,0.03,0.142157,0.1,0.09,0.09,0.118706,0.176797,0.19688,0.218785,0.227331,0.224916,0.223013,0.230328,0.241544,0.253539,0.262489,0.271593,0.282897,0.299573,0.314714,0.330832,0.345956
MDV,Maldives,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,44.488,50.8556,50.9793,52.0696,45.462,44.7546,33.5341,34.9003,36.7448,32.9081,16.5072,27.5656,73.275,58.9938,69.6494,73.3928,69.6648,71.1537,80.3561,84.4805,74.5348,74.7789,76.6439,75.0664,74.5967,75.3506,77.1046,79.4044,80.9835,82.5538,85.6124,87.1191,86.9261,86.0688
MDV,Maldives,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.388916,0.484974,0.53674,0.601887,0.563528,0.581228,0.488532,0.535856,0.646265,0.654954,0.301843,0.604297,1.76974,1.60537,1.79443,2.02639,2.09098,2.18899,2.58827,2.88432,2.61719,2.73319,2.91902,2.98473,3.10546,3.28647,3.51094,3.74583,3.96549,4.19599,4.52789,4.81866,5.0341,5.21853
MEX,Mexico,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.174169,0.06,0.226457,0.291815,0.292716,0.437263,0.136037,0.01,0.363165,0.523507,0.540679,0.559532,0.578778,0.606206,0.637199,0.654227,0.675632,0.716001,0.753022,0.77882,0.822011,0.821933,0.82131,0.847833,0.867281,0.89055,0.915765,0.941893,0.96894,0.996782,1.02531,1.05452,1.08442,1.11503
MEX,Mexico,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,0.651404,0.235054,0.765459,0.888085,0.826899,1.17241,0.338394,0.01,0.807648,1.18222,1.1873,1.20962,1.23393,1.21974,1.23439,1.19869,1.18678,1.20683,1.19994,1.21692,1.23143,1.21813,1.2237,1.23113,1.23729,1.24347,1.24969,1.25594,1.26222,1.26853,1.27488,1.28125,1.28766,1.2941
MEX,Mexico,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.912891,1.38472,0.898575,1.78792,2.02861,1.20989,2.5023,1.59648,2.88541,2.68628,4.55338,4.38361,4.14326,4.13268,5.0029,5.53971,5.68718,5.77824,6.2839,7.67068,10.4738,11.685,12.1567,12.5538,13.2178,13.7955,14.9709,15.8674,16.6967,17.4923,18.3655,19.362,20.3931,21.482
MEX,Mexico,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,13.8728,13.7809,13.0131,13.5806,13.7802,14.4414,15.0613,14.8384,15.3915,15.0178,15.134,14.8382,14.1569,14.2641,14.5685,14.3079,14.1175,14.1727,14.815,14.8912,15.7486,15.9278,15.9859,16.1238,16.1885,16.3295,16.5343,16.7161,16.9429,17.1408,17.3747,17.5697,17.7437,17.8691
MEX,Mexico,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),88.3718,93.6628,94.6958,103.88,108.311,118.814,123.667,121.8,128.178,129.692,133.972,137.252,133.942,136.184,132.05,136.339,139.477,144.786,153.754,158.953,173.62,180.286,185.362,190.994,196.387,202.751,210.096,217.368,225.46,233.41,242.096,250.475,258.773,266.561
MKD,"Macedonia, FYR",24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,"Macedonia, FYR",24663,Government spending on travel and Tourism service,% share of total tourism expenditure,1.27665,1.2969,1.24703,1.23566,1.23915,1.22546,1.24554,1.24518,1.2018,1.23963,1.25019,1.24721,1.24562,1.24973,1.25292,1.25685,1.26088,1.26498,1.26989,1.27495,1.28003,1.28514,1.29026,1.2954,1.30057,1.30577,1.31098,1.31621,1.32146,1.32674,1.33203,1.33735,1.34269,1.34805
MKD,"Macedonia, FYR",24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.06,0.05,0.05,0.05,0.06,0.06,0.07,0.08,0.09,0.101424,0.106113,0.113057,0.121937,0.129531,0.138416,0.147137,0.156171,0.165717,0.176788,0.186425,0.193887
MKD,"Macedonia, FYR",24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,2.58262,2.25952,2.13697,2.19996,3.72606,5.90419,4.28825,4.4057,4.79228,4.73771,4.85765,5.22139,5.56034,5.55009,5.28408,4.57257,5.06067,5.38999,5.86544,6.15473,6.46628,6.33085,6.64853,6.82148,6.94517,7.07804,7.15871,7.23131,7.31401,7.37147,7.42548,7.49338,7.54061,7.55673
MKD,"Macedonia, FYR",24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.164871,0.145976,0.139991,0.149017,0.263243,0.435897,0.306886,0.319999,0.355815,0.368205,0.395361,0.446798,0.506599,0.533337,0.505954,0.452534,0.512558,0.543421,0.608656,0.661852,0.722069,0.723956,0.776866,0.826478,0.86932,0.912453,0.950165,0.987149,1.0258,1.06169,1.09927,1.13997,1.17839,1.21306
MLI,Mali,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
MLI,Mali,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,3.35902,2.93001,2.32055,1.73206,1.61063,1.59681,1.58895,1.59442,1.61296,1.64873,1.66326,1.65947,1.65723,1.6626,1.66672,1.67184,1.67709,1.68243,1.68885,1.69548,1.70213,1.7088,1.71551,1.72224,1.72899,1.73577,1.74258,1.74941,1.75627,1.76316,1.77007,1.77701,1.78398,1.79097
MLI,Mali,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.06,0.06,0.07,0.09,0.09,0.08,0.1,0.10427,0.111066,0.12179,0.131273,0.141412,0.151453,0.160879,0.170022,0.179472,0.189366,0.199238,0.209826,0.221308,0.234284,0.24705
MLI,Mali,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,6.71541,7.17719,7.44857,6.88906,7.27408,8.27247,6.93072,6.72436,6.99761,7.74912,8.43622,8.88716,8.08293,9.43902,8.09708,9.71079,8.91268,7.86291,8.06303,8.98708,8.49477,8.64641,8.6871,8.72694,8.68731,8.61006,8.52243,8.43525,8.35633,8.25901,8.18682,8.09374,7.96368,7.84679
MLI,Mali,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.195781,0.224007,0.243869,0.243767,0.272064,0.309217,0.297046,0.311056,0.365622,0.379976,0.456559,0.54115,0.533044,0.681894,0.653661,0.869139,0.859527,0.843336,0.92546,1.11186,1.13095,1.23517,1.32785,1.42531,1.51106,1.59497,1.68136,1.77233,1.86987,1.96822,2.07783,2.19054,2.30872,2.43578
MLT,Malta,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04
MLT,Malta,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,10.3426,10.0867,9.98163,10.2819,10.8578,10.8356,10.9032,10.9597,11.0882,11.1892,11.2768,11.2419,11.2192,11.2483,11.2681,11.2944,11.3214,11.3491,11.3842,11.4206,11.4571,11.4937,11.5304,11.5672,11.6042,11.6412,11.6783,11.7156,11.7529,11.7904,11.828,11.8657,11.9035,11.9415
MLT,Malta,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.281964,0.352342,0.433312,0.372962,0.297321,0.218959,0.122866,0.103186,0.126226,0.164211,0.202628,0.232844,0.166635,0.161113,0.1548,0.217457,0.172683,0.177744,0.188883,0.193841,0.287638,0.288527,0.290264,0.303003,0.323862,0.342536,0.363164,0.382264,0.402685,0.422585,0.43746,0.452632,0.468156,0.484032
MLT,Malta,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,33.2286,33.4121,35.1588,31.2827,31.1728,27.2173,26.0576,25.7797,25.2503,23.0742,23.7439,24.0756,24.0957,24.0553,21.6069,23.7458,24.8298,25.8308,25.4646,25.1343,25.8856,25.3279,27.0926,26.8755,27.15,27.8045,28.5,29.0379,29.6379,30.1525,30.708,31.1544,31.9913,32.8624
MLT,Malta,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),1.87946,1.96486,2.16777,1.99631,2.07006,1.9202,1.84991,1.88367,1.89138,1.73653,1.85521,1.91597,1.99348,2.05626,1.80129,2.04987,2.17412,2.32108,2.39333,2.55433,2.81658,2.90837,3.23118,3.31692,3.45029,3.60334,3.77085,3.92087,4.08236,4.23942,4.40609,4.56212,4.76985,4.99306
MMR,Myanmar,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
MMR,Myanmar,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,3.1926,3.04866,2.71756,2.68313,2.72304,2.74478,2.78832,2.80372,2.81749,2.82963,2.83946,2.85027,2.85799,2.86831,2.87936,2.89208,2.90266,2.91277,2.92805,2.94298,2.95307,2.96318,2.97333,2.98352,2.99374,3.004,3.01428,3.02461,3.03497,3.04537,3.0558,3.06627,3.07678,3.08732
MMR,Myanmar,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.171785,0.238412,0.116901,0.1,0.08,0.07,0.08,0.07,0.08,0.09,0.10465,0.117581,0.09,0.105995,0.116326,0.09,0.103942,0.101472,0.175688,0.158183,0.24978,0.293466,0.320275,0.334876,0.341679,0.354443,0.376842,0.400166,0.427003,0.454855,0.484171,0.514232,0.546876,0.582572
MMR,Myanmar,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,6.56356,8.10322,6.52656,6.20888,5.7781,5.68857,5.81751,5.8609,4.25043,4.60145,4.92572,3.65764,3.90079,3.70318,3.23317,2.36966,2.63809,4.20762,4.20685,5.48855,7.07653,6.85892,6.64608,6.50433,6.36071,6.29349,6.30477,6.35946,6.47698,6.61559,6.76238,6.87663,6.96067,7.007
MMR,Myanmar,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.650485,0.854815,0.72157,0.732598,0.75639,0.847021,0.964499,1.08855,0.898719,1.10492,1.34327,1.12787,1.3471,1.41,1.36084,1.08178,1.27165,2.17695,2.35995,3.32501,4.59096,4.85457,4.91823,5.18155,5.4568,5.78787,6.17454,6.61175,7.13461,7.70776,8.32889,8.94865,9.56516,10.166
MNE,Montenegro,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,Montenegro,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,4.13673,1.72678,1.74804,2.00295,2.7398,3.14827,2.46926,2.00085,2.36566,2.6345,2.84182,2.46702,2.11566,2.00666,2.61428,2.62031,2.63316,2.62954,2.63016,2.62999,2.63787,2.64579,2.65372,2.66169,2.66967,2.67768,2.68571,2.69377,2.70185,2.70996,2.71809,2.72625,2.73442,2.74262
MNE,Montenegro,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.06,0.04,0.04,0.04,0.04,0.09,0.08,0.03,0.04,0.101099,0.118104,0.246819,0.26416,0.464083,0.247468,0.253036,0.191963,0.199742,0.229031,0.245231,0.291499,0.35845,0.417174,0.443649,0.476003,0.503682,0.53064,0.55909,0.582989,0.601327,0.619355,0.636587,0.654298,0.672501
MNE,Montenegro,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,9.10118,20.1303,17.2257,16.2002,7.15281,9.29319,9.26998,8.13564,9.81119,10.8661,13.1096,20.1943,25.2671,31.3361,18.6256,18.2724,17.6326,19.0974,20.2694,20.2229,22.093,22.6323,23.6944,25.0984,25.1015,24.8634,24.8925,25.1431,25.6445,25.9443,26.2672,26.5811,27.2138,27.8661
MNE,Montenegro,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.290348,0.362159,0.328083,0.362466,0.180918,0.278471,0.272829,0.242026,0.29898,0.350868,0.442226,0.746342,0.980512,1.26716,0.735883,0.741423,0.738356,0.778101,0.85476,0.868149,0.980674,1.02973,1.11473,1.21384,1.25041,1.27571,1.31551,1.36862,1.43779,1.49679,1.55785,1.61745,1.699,1.78496
MNG,Mongolia,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
MNG,Mongolia,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,4,4,4,4,4,4,4,4.012,4.02404,4.03611,4.04822,4.06036,4.07254,4.08476,4.09702,4.10931,4.12163,4.134,4.1464,4.15884,4.17132,4.18383,4.19638,4.20897,4.2216,4.23426,4.24697,4.25971,4.27249,4.2853,4.29816,4.31105,4.32399,4.33696
MNG,Mongolia,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.105449,0.125603,0.180013,0.07,0.161325,0.121492,0.216984,0.339041,0.260992,0.428771,0.502957,0.487671,0.505941,0.556587,0.566509,0.694752,0.685379,0.68168,0.686959,0.740605,0.786808,0.830366,0.876041,0.919235,0.966527,1.01789,1.0701
MNG,Mongolia,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,4.81637,3.81901,8.48464,9.25611,10.2968,10.9069,11.0922,10.0244,12.8481,13.8601,9.57099,8.68403,10.5062,8.02656,11.366,8.5321,8.6112,7.83184,8.74786,8.78097,9.1466,9.74346,11.3895,11.3393,11.0398,10.8996,10.9392,10.9641,11.0028,11.0623,11.0729,11.0614,11.0544,11.0243
MNG,Mongolia,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.145215,0.117854,0.272303,0.307555,0.353136,0.37801,0.388455,0.364547,0.495827,0.591715,0.438242,0.431652,0.575742,0.479006,0.669692,0.534715,0.634318,0.648912,0.808673,0.877328,0.937052,1.01208,1.23311,1.26868,1.30903,1.37008,1.46021,1.54944,1.6381,1.73096,1.81925,1.90822,2.00236,2.09675
MOZ,Mozambique,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
MOZ,Mozambique,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4072,2.41442,2.42167,2.42893,2.43622,2.44353,2.45086,2.45821,2.46558,2.47298,2.4804,2.48784,2.4953,2.50279,2.5103,2.51783,2.52538,2.53296,2.54056,2.54818,2.55582,2.56349,2.57118,2.5789,2.58663,2.59439,2.60218
MOZ,Mozambique,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.04,0.05,0.06,0.07,0.09,0.130022,0.233576,0.279377,0.287267,0.2393,0.22866,0.224107,0.238801,0.248368,0.256393,0.26067,0.262411,0.263904,0.266756,0.270419,0.274517,0.279497,0.28513
MOZ,Mozambique,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,3.76706,3.11281,4.63018,4.22803,3.78174,4.0446,4.13206,4.13318,4.45794,4.52,6.20082,6.38743,6.70968,6.687,7.48367,7.72841,7.20567,8.23966,9.16946,9.5207,9.19663,9.02785,8.79254,8.97529,8.97057,8.85571,8.73363,8.42058,7.91514,7.69399,7.49846,7.36799,7.24445,7.11675
MOZ,Mozambique,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.09,0.09,0.151579,0.154829,0.14932,0.162379,0.186993,0.203493,0.23375,0.255516,0.381103,0.431244,0.486641,0.518345,0.616944,0.679729,0.678861,0.832153,0.992193,1.10689,1.13971,1.16186,1.17695,1.25921,1.33219,1.40415,1.47939,1.56743,1.66414,1.74673,1.81521,1.88315,1.95396,2.02529
MUS,Mauritius,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07
MUS,Mauritius,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,14.8272,15.446,15.7985,14.6604,15.258,15.3226,15.2992,15.3965,15.5728,15.7461,15.8182,15.8975,15.9765,16.0537,16.1298,16.2082,16.2889,16.3691,16.4496,16.5312,16.6132,16.6958,16.7787,16.8622,16.9461,17.0304,17.1151,17.2003,17.2858,17.3718,17.4582,17.5451,17.6324,17.7201
