T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
682,Saudi Arabia,2018,Exchange rates: end of period (national currency per US dollar),Saudi Riyal (SAR),,3.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
682,Saudi Arabia,1985,Exchange rates: period average (national currency per US dollar),Saudi Riyal (SAR),,3.6221,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
682,Saudi Arabia,1995,Exchange rates: period average (national currency per US dollar),Saudi Riyal (SAR),,3.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
682,Saudi Arabia,2005,Exchange rates: period average (national currency per US dollar),Saudi Riyal (SAR),,3.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
682,Saudi Arabia,2010,Exchange rates: period average (national currency per US dollar),Saudi Riyal (SAR),,3.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
682,Saudi Arabia,2015,Exchange rates: period average (national currency per US dollar),Saudi Riyal (SAR),,3.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
682,Saudi Arabia,2016,Exchange rates: period average (national currency per US dollar),Saudi Riyal (SAR),,3.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
682,Saudi Arabia,2017,Exchange rates: period average (national currency per US dollar),Saudi Riyal (SAR),,3.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
682,Saudi Arabia,2018,Exchange rates: period average (national currency per US dollar),Saudi Riyal (SAR),,3.7500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,1985,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",378.0497,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,1995,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",489.9997,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2005,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",556.0371,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2010,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",490.9123,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2015,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",602.5140,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2016,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",622.2911,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2017,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",546.9499,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2018,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",572.8882,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,1985,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",449.2630,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,1995,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",499.1484,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2005,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",527.4681,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2010,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",495.2770,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2015,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",591.4495,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2016,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",593.0082,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2017,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",582.0946,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
686,Senegal,2018,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",555.7178,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2005,Exchange rates: end of period (national currency per US dollar),Serbian Dinar (RSD),,72.2189,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2010,Exchange rates: end of period (national currency per US dollar),Serbian Dinar (RSD),,79.2802,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2015,Exchange rates: end of period (national currency per US dollar),Serbian Dinar (RSD),,111.2468,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2016,Exchange rates: end of period (national currency per US dollar),Serbian Dinar (RSD),,117.1353,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2017,Exchange rates: end of period (national currency per US dollar),Serbian Dinar (RSD),,99.1155,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2018,Exchange rates: end of period (national currency per US dollar),Serbian Dinar (RSD),,103.3893,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2005,Exchange rates: period average (national currency per US dollar),Serbian Dinar (RSD),,66.7138,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2010,Exchange rates: period average (national currency per US dollar),Serbian Dinar (RSD),,77.7289,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2015,Exchange rates: period average (national currency per US dollar),Serbian Dinar (RSD),,108.8114,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2016,Exchange rates: period average (national currency per US dollar),Serbian Dinar (RSD),,111.2779,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2017,Exchange rates: period average (national currency per US dollar),Serbian Dinar (RSD),,107.7589,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
688,Serbia,2018,Exchange rates: period average (national currency per US dollar),Serbian Dinar (RSD),,100.1751,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,1985,Exchange rates: end of period (national currency per US dollar),Seychelles Rupee (SCR),,6.6018,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,1995,Exchange rates: end of period (national currency per US dollar),Seychelles Rupee (SCR),,4.8639,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2005,Exchange rates: end of period (national currency per US dollar),Seychelles Rupee (SCR),,5.5000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2010,Exchange rates: end of period (national currency per US dollar),Seychelles Rupee (SCR),,12.1484,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2015,Exchange rates: end of period (national currency per US dollar),Seychelles Rupee (SCR),,13.1547,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2016,Exchange rates: end of period (national currency per US dollar),Seychelles Rupee (SCR),,13.5057,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2017,Exchange rates: end of period (national currency per US dollar),Seychelles Rupee (SCR),,13.8357,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2018,Exchange rates: end of period (national currency per US dollar),Seychelles Rupee (SCR),,14.0215,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,1985,Exchange rates: period average (national currency per US dollar),Seychelles Rupee (SCR),,7.1343,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,1995,Exchange rates: period average (national currency per US dollar),Seychelles Rupee (SCR),,4.7620,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2005,Exchange rates: period average (national currency per US dollar),Seychelles Rupee (SCR),,5.5000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2010,Exchange rates: period average (national currency per US dollar),Seychelles Rupee (SCR),,12.0678,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2015,Exchange rates: period average (national currency per US dollar),Seychelles Rupee (SCR),,13.3139,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2016,Exchange rates: period average (national currency per US dollar),Seychelles Rupee (SCR),,13.3191,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2017,Exchange rates: period average (national currency per US dollar),Seychelles Rupee (SCR),,13.6478,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
690,Seychelles,2018,Exchange rates: period average (national currency per US dollar),Seychelles Rupee (SCR),,13.9111,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,1985,Exchange rates: end of period (national currency per US dollar),Leone (SLL),,5.2083,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,1995,Exchange rates: end of period (national currency per US dollar),Leone (SLL),,943.3962,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2005,Exchange rates: end of period (national currency per US dollar),Leone (SLL),,"2,932.5200",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2010,Exchange rates: end of period (national currency per US dollar),Leone (SLL),,"4,198.0100",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2015,Exchange rates: end of period (national currency per US dollar),Leone (SLL),,"5,639.1000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2016,Exchange rates: end of period (national currency per US dollar),Leone (SLL),,"7,195.3650",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2017,Exchange rates: end of period (national currency per US dollar),Leone (SLL),,"7,536.9600",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2018,Exchange rates: end of period (national currency per US dollar),Leone (SLL),,"8,396.0500",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,1985,Exchange rates: period average (national currency per US dollar),Leone (SLL),,5.0942,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,1995,Exchange rates: period average (national currency per US dollar),Leone (SLL),,755.2158,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2005,Exchange rates: period average (national currency per US dollar),Leone (SLL),,"2,889.5875",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2010,Exchange rates: period average (national currency per US dollar),Leone (SLL),,"3,978.0875",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2015,Exchange rates: period average (national currency per US dollar),Leone (SLL),,"5,080.7471",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2016,Exchange rates: period average (national currency per US dollar),Leone (SLL),,"6,289.9401",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2017,Exchange rates: period average (national currency per US dollar),Leone (SLL),,"7,384.4322",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
694,Sierra Leone,2018,Exchange rates: period average (national currency per US dollar),Leone (SLL),,"7,931.6317",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,1985,Exchange rates: end of period (national currency per US dollar),Singapore Dollar (SGD),,2.1050,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,1995,Exchange rates: end of period (national currency per US dollar),Singapore Dollar (SGD),,1.4143,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2005,Exchange rates: end of period (national currency per US dollar),Singapore Dollar (SGD),,1.6642,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2010,Exchange rates: end of period (national currency per US dollar),Singapore Dollar (SGD),,1.2875,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2015,Exchange rates: end of period (national currency per US dollar),Singapore Dollar (SGD),,1.4139,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2016,Exchange rates: end of period (national currency per US dollar),Singapore Dollar (SGD),,1.4463,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2017,Exchange rates: end of period (national currency per US dollar),Singapore Dollar (SGD),,1.3366,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2018,Exchange rates: end of period (national currency per US dollar),Singapore Dollar (SGD),,1.3648,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,1985,Exchange rates: period average (national currency per US dollar),Singapore Dollar (SGD),,2.2001,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,1995,Exchange rates: period average (national currency per US dollar),Singapore Dollar (SGD),,1.4174,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2005,Exchange rates: period average (national currency per US dollar),Singapore Dollar (SGD),,1.6644,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2010,Exchange rates: period average (national currency per US dollar),Singapore Dollar (SGD),,1.3635,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2015,Exchange rates: period average (national currency per US dollar),Singapore Dollar (SGD),,1.3748,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2016,Exchange rates: period average (national currency per US dollar),Singapore Dollar (SGD),,1.3815,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2017,Exchange rates: period average (national currency per US dollar),Singapore Dollar (SGD),,1.3809,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
702,Singapore,2018,Exchange rates: period average (national currency per US dollar),Singapore Dollar (SGD),,1.3488,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2010,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2015,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2016,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2017,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2018,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2015,Exchange rates: period average (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2016,Exchange rates: period average (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2017,Exchange rates: period average (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
534,Sint Maarten (Dutch part),2018,Exchange rates: period average (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
703,Slovakia,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9185,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
703,Slovakia,2016,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9487,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
703,Slovakia,2017,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8338,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
703,Slovakia,2018,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8734,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
703,Slovakia,2015,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9013,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
703,Slovakia,2016,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9034,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
703,Slovakia,2017,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8852,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
703,Slovakia,2018,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8468,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2010,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.7484,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9185,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2016,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9487,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2017,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8338,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2018,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8734,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2010,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.7543,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2015,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9013,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2016,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9034,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2017,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8852,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
705,Slovenia,2018,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8468,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,1985,Exchange rates: end of period (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,1.6126,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,1995,Exchange rates: end of period (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,3.4758,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
