T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
104,Myanmar,2018,Major trading partner 3 (% of imports),Thailand,,11.2534,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2005,Major trading partner 1 (% of exports),South Africa,,28.2013,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2010,Major trading partner 1 (% of exports),South Africa,,28.9640,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2018,Major trading partner 1 (% of exports),South Africa,,21.7895,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2005,Major trading partner 1 (% of imports),South Africa,,83.1557,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2010,Major trading partner 1 (% of imports),South Africa,,72.4315,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2018,Major trading partner 1 (% of imports),South Africa,,55.1203,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2005,Major trading partner 2 (% of exports),Botswana,,0.4345,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2010,Major trading partner 2 (% of exports),Botswana,,0.6696,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2018,Major trading partner 2 (% of exports),Botswana,,12.2198,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2005,Major trading partner 2 (% of imports),Bulgaria,,0.0026,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2010,Major trading partner 2 (% of imports),Bulgaria,,0.0020,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2018,Major trading partner 2 (% of imports),Bulgaria,,6.5061,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2005,Major trading partner 3 (% of exports),Switzerland,,0.2769,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2010,Major trading partner 3 (% of exports),Switzerland,,0.8605,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2018,Major trading partner 3 (% of exports),Switzerland,,9.5036,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2005,Major trading partner 3 (% of imports),Botswana,,0.2179,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2010,Major trading partner 3 (% of imports),Botswana,,0.3172,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
516,Namibia,2018,Major trading partner 3 (% of imports),Botswana,,6.0956,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2005,Major trading partner 1 (% of exports),India,,52.3674,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2010,Major trading partner 1 (% of exports),India,,65.2704,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2018,Major trading partner 1 (% of exports),India,,56.7241,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2005,Major trading partner 1 (% of imports),India,,53.0028,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2010,Major trading partner 1 (% of imports),India,,63.5796,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2018,Major trading partner 1 (% of imports),India,,64.9512,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2005,Major trading partner 2 (% of exports),United States,,29.0693,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2010,Major trading partner 2 (% of exports),United States,,6.2519,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2018,Major trading partner 2 (% of exports),United States,,11.1516,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2005,Major trading partner 2 (% of imports),China,,8.3788,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2010,Major trading partner 2 (% of imports),China,,10.9698,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2018,Major trading partner 2 (% of imports),China,,12.6265,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2005,Major trading partner 3 (% of exports),Turkey,,0.1628,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2010,Major trading partner 3 (% of exports),Turkey,,1.0087,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2018,Major trading partner 3 (% of exports),Turkey,,6.4168,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2005,Major trading partner 3 (% of imports),"Areas, nes",Areas not elsewhere specified.,0.0245,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
524,Nepal,2018,Major trading partner 3 (% of imports),"Areas, nes",Areas not elsewhere specified.,1.9617,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2005,Major trading partner 1 (% of exports),Germany,,23.8048,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2010,Major trading partner 1 (% of exports),Germany,,22.1882,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2018,Major trading partner 1 (% of exports),Germany,,21.9111,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2005,Major trading partner 1 (% of imports),Germany,,19.0367,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2010,Major trading partner 1 (% of imports),Germany,,20.3427,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2018,Major trading partner 1 (% of imports),Germany,,18.4650,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2005,Major trading partner 2 (% of exports),Belgium,,11.6962,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2010,Major trading partner 2 (% of exports),Belgium,,9.8526,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2018,Major trading partner 2 (% of exports),Belgium,,10.2549,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2005,Major trading partner 2 (% of imports),Belgium,,10.7912,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2010,Major trading partner 2 (% of imports),Belgium,,8.8597,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2018,Major trading partner 2 (% of imports),Belgium,,10.7040,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2005,Major trading partner 3 (% of exports),United Kingdom,,9.2105,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2010,Major trading partner 3 (% of exports),United Kingdom,,7.3732,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2018,Major trading partner 3 (% of exports),United Kingdom,,8.5802,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2005,Major trading partner 3 (% of imports),China,,7.6275,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2010,Major trading partner 3 (% of imports),China,,9.2546,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
528,Netherlands,2018,Major trading partner 3 (% of imports),China,,9.0194,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2005,Major trading partner 1 (% of exports),China,,5.5750,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2010,Major trading partner 1 (% of exports),China,,3.4996,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2018,Major trading partner 1 (% of exports),China,,49.9044,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2005,Major trading partner 1 (% of imports),France,,32.2899,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2010,Major trading partner 1 (% of imports),France,,22.3101,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2018,Major trading partner 1 (% of imports),France,,40.7180,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2005,Major trading partner 2 (% of exports),Rep. of Korea,,13.0961,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2010,Major trading partner 2 (% of exports),Rep. of Korea,,11.5754,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2018,Major trading partner 2 (% of exports),Rep. of Korea,,16.1374,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2005,Major trading partner 2 (% of imports),Australia,,9.1777,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2010,Major trading partner 2 (% of imports),Australia,,9.7052,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2018,Major trading partner 2 (% of imports),Australia,,13.8979,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2005,Major trading partner 3 (% of exports),Japan,,18.2753,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2010,Major trading partner 3 (% of exports),Japan,,18.8323,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2018,Major trading partner 3 (% of exports),Japan,,9.7519,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2005,Major trading partner 3 (% of imports),Singapore,,14.9700,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2010,Major trading partner 3 (% of imports),Singapore,,12.8597,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
540,New Caledonia,2018,Major trading partner 3 (% of imports),Singapore,,11.2174,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2005,Major trading partner 1 (% of exports),China,,5.0774,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2010,Major trading partner 1 (% of exports),China,,11.0924,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2018,Major trading partner 1 (% of exports),China,,24.2252,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2005,Major trading partner 1 (% of imports),China,,10.8204,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2010,Major trading partner 1 (% of imports),China,,15.9637,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2018,Major trading partner 1 (% of imports),China,,19.7627,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2005,Major trading partner 2 (% of exports),Australia,,20.9775,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2010,Major trading partner 2 (% of exports),Australia,,23.0332,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2018,Major trading partner 2 (% of exports),Australia,,15.9218,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2005,Major trading partner 2 (% of imports),Australia,,20.6083,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2010,Major trading partner 2 (% of imports),Australia,,18.1832,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2018,Major trading partner 2 (% of imports),Australia,,11.4751,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2005,Major trading partner 3 (% of exports),United States,,14.8818,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2010,Major trading partner 3 (% of exports),United States,,8.6434,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2018,Major trading partner 3 (% of exports),United States,,9.6013,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2005,Major trading partner 3 (% of imports),United States,,10.9615,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2010,Major trading partner 3 (% of imports),United States,,10.4100,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
554,New Zealand,2018,Major trading partner 3 (% of imports),United States,,10.1168,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2005,Major trading partner 1 (% of exports),United States,,35.4234,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2010,Major trading partner 1 (% of exports),United States,,32.8290,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2018,Major trading partner 1 (% of exports),United States,,58.6356,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2005,Major trading partner 1 (% of imports),United States,,20.7199,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2010,Major trading partner 1 (% of imports),United States,,20.7254,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2018,Major trading partner 1 (% of imports),United States,,23.4691,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2005,Major trading partner 2 (% of exports),Mexico,,5.0905,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2010,Major trading partner 2 (% of exports),Mexico,,2.7920,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2018,Major trading partner 2 (% of exports),Mexico,,6.5729,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2005,Major trading partner 2 (% of imports),China,,5.9115,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2010,Major trading partner 2 (% of imports),China,,8.7205,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2018,Major trading partner 2 (% of imports),China,,15.2178,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2005,Major trading partner 3 (% of exports),El Salvador,,14.1792,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2010,Major trading partner 3 (% of exports),El Salvador,,10.7264,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2018,Major trading partner 3 (% of exports),El Salvador,,5.6046,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2005,Major trading partner 3 (% of imports),Mexico,,8.5087,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2010,Major trading partner 3 (% of imports),Mexico,,7.6575,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
558,Nicaragua,2018,Major trading partner 3 (% of imports),Mexico,,11.0310,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2005,Major trading partner 1 (% of exports),France,,22.2012,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2010,Major trading partner 1 (% of exports),France,,9.0157,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2018,Major trading partner 1 (% of exports),France,,31.2684,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2005,Major trading partner 1 (% of imports),France,,15.8279,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2010,Major trading partner 1 (% of imports),France,,11.0241,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2018,Major trading partner 1 (% of imports),France,,28.3441,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2005,Major trading partner 2 (% of exports),Thailand,,0.0220,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2010,Major trading partner 2 (% of exports),Thailand,,1.1901,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2018,Major trading partner 2 (% of exports),Thailand,,11.6042,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2005,Major trading partner 2 (% of imports),China,,5.4558,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2010,Major trading partner 2 (% of imports),China,,43.7747,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2018,Major trading partner 2 (% of imports),China,,16.1702,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2010,Major trading partner 3 (% of exports),Malaysia,,0.7193,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2018,Major trading partner 3 (% of exports),Malaysia,,11.1177,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2005,Major trading partner 3 (% of imports),United States,,5.3713,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2010,Major trading partner 3 (% of imports),United States,,6.0664,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
562,Niger,2018,Major trading partner 3 (% of imports),United States,,7.7746,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2005,Major trading partner 1 (% of exports),India,,9.3009,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2010,Major trading partner 1 (% of exports),India,,10.4756,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2018,Major trading partner 1 (% of exports),India,,17.8525,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2005,Major trading partner 1 (% of imports),China,,13.8020,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2010,Major trading partner 1 (% of imports),China,,16.5578,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2018,Major trading partner 1 (% of imports),China,,18.7007,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2005,Major trading partner 2 (% of exports),United States,,45.0163,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2010,Major trading partner 2 (% of exports),United States,,34.3729,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2018,Major trading partner 2 (% of exports),United States,,12.7561,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2005,Major trading partner 2 (% of imports),Belgium,,5.1126,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2010,Major trading partner 2 (% of imports),Belgium,,3.8576,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2018,Major trading partner 2 (% of imports),Belgium,,12.8638,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2005,Major trading partner 3 (% of exports),Spain,,7.9807,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2010,Major trading partner 3 (% of exports),Spain,,3.2692,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2018,Major trading partner 3 (% of exports),Spain,,9.8978,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2005,Major trading partner 3 (% of imports),Netherlands,,3.0842,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2010,Major trading partner 3 (% of imports),Netherlands,,0.7940,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
566,Nigeria,2018,Major trading partner 3 (% of imports),Netherlands,,9.1986,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2005,Major trading partner 1 (% of exports),Germany,,17.8328,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2010,Major trading partner 1 (% of exports),Germany,,21.2573,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2018,Major trading partner 1 (% of exports),Germany,,47.0307,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2005,Major trading partner 1 (% of imports),Germany,,10.3743,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2010,Major trading partner 1 (% of imports),Germany,,11.2062,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2018,Major trading partner 1 (% of imports),Germany,,11.6040,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2010,Major trading partner 2 (% of exports),Serbia,,21.1769,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2018,Major trading partner 2 (% of exports),Serbia,,7.8619,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2005,Major trading partner 2 (% of imports),United Kingdom,,1.3640,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2010,Major trading partner 2 (% of imports),United Kingdom,,5.2177,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2018,Major trading partner 2 (% of imports),United Kingdom,,9.5370,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2005,Major trading partner 3 (% of exports),Bulgaria,,3.7279,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2010,Major trading partner 3 (% of exports),Bulgaria,,8.7734,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2018,Major trading partner 3 (% of exports),Bulgaria,,5.2230,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2005,Major trading partner 3 (% of imports),Greece,,9.1955,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
807,North Macedonia,2010,Major trading partner 3 (% of imports),Greece,,8.2005,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
