T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
422,Lebanon,2017,Balance of Payments: Financial account (millions of US dollars),"-7,547.8663",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,1985,Balance of Payments: Current account (millions of US dollars),142.1514,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,1995,Balance of Payments: Current account (millions of US dollars),-164.9016,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2005,Balance of Payments: Current account (millions of US dollars),165.7363,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2010,Balance of Payments: Current account (millions of US dollars),-158.3192,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2016,Balance of Payments: Current account (millions of US dollars),-198.1979,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2017,Balance of Payments: Current account (millions of US dollars),-182.0483,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2018,Balance of Payments: Current account (millions of US dollars),-114.4459,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,1985,Balance of Payments: Capital account (millions of US dollars),7.6141,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,1995,Balance of Payments: Capital account (millions of US dollars),295.5721,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2005,Balance of Payments: Capital account (millions of US dollars),25.7108,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2010,Balance of Payments: Capital account (millions of US dollars),107.5547,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2016,Balance of Payments: Capital account (millions of US dollars),48.7926,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2017,Balance of Payments: Capital account (millions of US dollars),39.3489,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2018,Balance of Payments: Capital account (millions of US dollars),36.5335,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,1985,Balance of Payments: Financial account (millions of US dollars),170.0860,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,1995,Balance of Payments: Financial account (millions of US dollars),254.2924,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2005,Balance of Payments: Financial account (millions of US dollars),177.9663,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2010,Balance of Payments: Financial account (millions of US dollars),-8.8541,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2016,Balance of Payments: Financial account (millions of US dollars),-285.0970,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2017,Balance of Payments: Financial account (millions of US dollars),-59.3107,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
426,Lesotho,2018,Balance of Payments: Financial account (millions of US dollars),152.4233,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,1985,Balance of Payments: Current account (millions of US dollars),1.2179,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2005,Balance of Payments: Current account (millions of US dollars),-183.5464,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2010,Balance of Payments: Current account (millions of US dollars),-853.4184,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2016,Balance of Payments: Current account (millions of US dollars),-276.0405,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2017,Balance of Payments: Current account (millions of US dollars),-565.5636,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2010,Balance of Payments: Capital account (millions of US dollars),"2,135.5925",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2016,Balance of Payments: Capital account (millions of US dollars),62.9257,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2017,Balance of Payments: Capital account (millions of US dollars),65.3698,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,1985,Balance of Payments: Financial account (millions of US dollars),5.7296,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2005,Balance of Payments: Financial account (millions of US dollars),-222.7373,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2010,Balance of Payments: Financial account (millions of US dollars),"-1,487.5669",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2016,Balance of Payments: Financial account (millions of US dollars),-503.1469,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
430,Liberia,2017,Balance of Payments: Financial account (millions of US dollars),-675.7307,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,1985,Balance of Payments: Current account (millions of US dollars),"1,906.4154",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,1995,Balance of Payments: Current account (millions of US dollars),"1,672.1475",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,2005,Balance of Payments: Current account (millions of US dollars),"14,945.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,2010,Balance of Payments: Current account (millions of US dollars),"16,800.7000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,2016,Balance of Payments: Current account (millions of US dollars),"-4,705.2000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,1985,Balance of Payments: Financial account (millions of US dollars),"1,578.0313",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,1995,Balance of Payments: Financial account (millions of US dollars),"1,908.0885",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,2005,Balance of Payments: Financial account (millions of US dollars),"13,447.6984",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,2010,Balance of Payments: Financial account (millions of US dollars),"14,508.6992",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
434,Libya,2016,Balance of Payments: Financial account (millions of US dollars),"-5,910.6143",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,1995,Balance of Payments: Current account (millions of US dollars),-614.3650,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2005,Balance of Payments: Current account (millions of US dollars),"-1,888.0966",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2010,Balance of Payments: Current account (millions of US dollars),-487.5712,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2016,Balance of Payments: Current account (millions of US dollars),-344.7305,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2017,Balance of Payments: Current account (millions of US dollars),463.0856,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2018,Balance of Payments: Current account (millions of US dollars),817.3272,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,1995,Balance of Payments: Capital account (millions of US dollars),-38.9975,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2005,Balance of Payments: Capital account (millions of US dollars),250.0931,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2010,Balance of Payments: Capital account (millions of US dollars),"1,412.2783",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2016,Balance of Payments: Capital account (millions of US dollars),627.5968,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2017,Balance of Payments: Capital account (millions of US dollars),574.2287,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2018,Balance of Payments: Capital account (millions of US dollars),780.9656,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,1995,Balance of Payments: Financial account (millions of US dollars),-366.1360,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2005,Balance of Payments: Financial account (millions of US dollars),"-1,238.6727",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2010,Balance of Payments: Financial account (millions of US dollars),"1,130.4598",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2016,Balance of Payments: Financial account (millions of US dollars),50.8674,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2017,Balance of Payments: Financial account (millions of US dollars),"1,496.7521",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
440,Lithuania,2018,Balance of Payments: Financial account (millions of US dollars),"1,320.9009",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2005,Balance of Payments: Current account (millions of US dollars),"4,107.0313",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2010,Balance of Payments: Current account (millions of US dollars),"3,585.1463",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2016,Balance of Payments: Current account (millions of US dollars),"3,013.2513",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2017,Balance of Payments: Current account (millions of US dollars),"3,066.6279",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2018,Balance of Payments: Current account (millions of US dollars),"3,389.3016",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2005,Balance of Payments: Capital account (millions of US dollars),"1,278.4273",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2010,Balance of Payments: Capital account (millions of US dollars),-262.7946,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2016,Balance of Payments: Capital account (millions of US dollars),-253.4080,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2017,Balance of Payments: Capital account (millions of US dollars),-245.3646,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2018,Balance of Payments: Capital account (millions of US dollars),783.9363,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2005,Balance of Payments: Financial account (millions of US dollars),"5,384.1028",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2010,Balance of Payments: Financial account (millions of US dollars),"3,298.4806",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2016,Balance of Payments: Financial account (millions of US dollars),"2,332.9366",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2017,Balance of Payments: Financial account (millions of US dollars),"2,823.5356",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
442,Luxembourg,2018,Balance of Payments: Financial account (millions of US dollars),"4,188.2156",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,1985,Balance of Payments: Current account (millions of US dollars),-183.5505,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,1995,Balance of Payments: Current account (millions of US dollars),-275.9802,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2005,Balance of Payments: Current account (millions of US dollars),-725.1163,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2010,Balance of Payments: Current account (millions of US dollars),-909.1057,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2016,Balance of Payments: Current account (millions of US dollars),27.9270,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2017,Balance of Payments: Current account (millions of US dollars),-53.0508,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,1995,Balance of Payments: Capital account (millions of US dollars),40.3574,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2005,Balance of Payments: Capital account (millions of US dollars),331.7503,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2010,Balance of Payments: Capital account (millions of US dollars),350.5818,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2016,Balance of Payments: Capital account (millions of US dollars),148.0604,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2017,Balance of Payments: Capital account (millions of US dollars),122.5378,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,1985,Balance of Payments: Financial account (millions of US dollars),-173.2958,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,1995,Balance of Payments: Financial account (millions of US dollars),-132.4437,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2005,Balance of Payments: Financial account (millions of US dollars),-263.0444,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2010,Balance of Payments: Financial account (millions of US dollars),-734.1348,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2016,Balance of Payments: Financial account (millions of US dollars),314.5175,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
450,Madagascar,2017,Balance of Payments: Financial account (millions of US dollars),169.5029,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,1985,Balance of Payments: Current account (millions of US dollars),-126.3943,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,1995,Balance of Payments: Current account (millions of US dollars),-78.0391,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2005,Balance of Payments: Current account (millions of US dollars),-506.7112,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2010,Balance of Payments: Current account (millions of US dollars),-969.2832,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2016,Balance of Payments: Current account (millions of US dollars),-911.7952,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2017,Balance of Payments: Current account (millions of US dollars),"-1,021.3684",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2005,Balance of Payments: Capital account (millions of US dollars),363.3474,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2010,Balance of Payments: Capital account (millions of US dollars),710.0475,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2016,Balance of Payments: Capital account (millions of US dollars),237.6607,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2017,Balance of Payments: Capital account (millions of US dollars),229.4597,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,1985,Balance of Payments: Financial account (millions of US dollars),-21.2530,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,1995,Balance of Payments: Financial account (millions of US dollars),-162.3275,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2005,Balance of Payments: Financial account (millions of US dollars),-108.5987,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2010,Balance of Payments: Financial account (millions of US dollars),-6.2868,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2016,Balance of Payments: Financial account (millions of US dollars),-695.5350,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
454,Malawi,2017,Balance of Payments: Financial account (millions of US dollars),-663.6563,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,1985,Balance of Payments: Current account (millions of US dollars),-600.0705,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,1995,Balance of Payments: Current account (millions of US dollars),"-8,643.5729",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2005,Balance of Payments: Current account (millions of US dollars),"19,979.9464",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2010,Balance of Payments: Current account (millions of US dollars),"25,643.7522",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2016,Balance of Payments: Current account (millions of US dollars),"7,132.7967",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2017,Balance of Payments: Current account (millions of US dollars),"8,960.1714",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2018,Balance of Payments: Current account (millions of US dollars),"7,590.2214",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2010,Balance of Payments: Capital account (millions of US dollars),-34.3697,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2016,Balance of Payments: Capital account (millions of US dollars),26.8417,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2017,Balance of Payments: Capital account (millions of US dollars),-6.3786,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2018,Balance of Payments: Capital account (millions of US dollars),-22.7351,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,1985,Balance of Payments: Financial account (millions of US dollars),-781.2226,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,1995,Balance of Payments: Financial account (millions of US dollars),"-9,405.2221",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2005,Balance of Payments: Financial account (millions of US dollars),"13,425.3207",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2010,Balance of Payments: Financial account (millions of US dollars),"5,924.3450",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2016,Balance of Payments: Financial account (millions of US dollars),"1,329.3077",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2017,Balance of Payments: Financial account (millions of US dollars),"4,989.8034",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
458,Malaysia,2018,Balance of Payments: Financial account (millions of US dollars),"-2,684.5260",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,1985,Balance of Payments: Current account (millions of US dollars),-5.5000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,1995,Balance of Payments: Current account (millions of US dollars),-18.1622,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2005,Balance of Payments: Current account (millions of US dollars),-273.0094,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2010,Balance of Payments: Current account (millions of US dollars),-196.0814,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2016,Balance of Payments: Current account (millions of US dollars),"-1,032.4097",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2017,Balance of Payments: Current account (millions of US dollars),"-1,058.9019",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2018,Balance of Payments: Current account (millions of US dollars),"-1,338.1283",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2010,Balance of Payments: Capital account (millions of US dollars),9.3021,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,1985,Balance of Payments: Financial account (millions of US dollars),5.8104,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,1995,Balance of Payments: Financial account (millions of US dollars),-50.3122,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2005,Balance of Payments: Financial account (millions of US dollars),-245.9036,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2010,Balance of Payments: Financial account (millions of US dollars),-71.0572,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2016,Balance of Payments: Financial account (millions of US dollars),-769.2469,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2017,Balance of Payments: Financial account (millions of US dollars),-847.8804,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
462,Maldives,2018,Balance of Payments: Financial account (millions of US dollars),"-1,292.7986",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,1985,Balance of Payments: Current account (millions of US dollars),-209.6768,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,1995,Balance of Payments: Current account (millions of US dollars),-283.8234,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2005,Balance of Payments: Current account (millions of US dollars),-437.7136,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2010,Balance of Payments: Current account (millions of US dollars),"-1,189.9401",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2016,Balance of Payments: Current account (millions of US dollars),"-1,015.1486",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2017,Balance of Payments: Current account (millions of US dollars),"-1,209.9227",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,1985,Balance of Payments: Capital account (millions of US dollars),80.7990,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,1995,Balance of Payments: Capital account (millions of US dollars),130.2218,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2005,Balance of Payments: Capital account (millions of US dollars),205.8513,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2010,Balance of Payments: Capital account (millions of US dollars),251.8389,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2016,Balance of Payments: Capital account (millions of US dollars),209.4913,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2017,Balance of Payments: Capital account (millions of US dollars),257.8754,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,1985,Balance of Payments: Financial account (millions of US dollars),-147.2443,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
